web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,price,data6,data7,data8,data9,data10,price2,data11,data12,data13,data14,data15,data16,data17,data18,price3,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17,image18,image19
"1773520229-48","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Adult Sex Toys High Quality Adult Toys Vibrating Wand Sex Toy for Couple Sex Massage Best Private Erotic Adult Personal Sexy SM","Guangdong Kain Electronic Technology Co., Ltd.","11 yrs","Min. order: 100 pieces","50+ store reviews","$2.70","Toys","100 sold","16% reorder rate","600+ views from North America","≤8h response time","","5.0","5.0/5.0","(3)","","Chat now","Add to cart","Adult","Adult","","Toys","","","","","","CN","","Delivery by Apr 24","","https://s.alicdn.com/@sc04/kf/Ha66b3bf7e47a49bb9be4321dbd860e19M.jpg_300x300.jpg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i2/O1CN01lUQbI41ymTPgE2qXM_!!6000000006621-55-tps-12-10.svg","","","","","","https://s.alicdn.com/@img/imgextra/i2/O1CN01pZsS7S1RAZFleCw0N_!!6000000002071-2-tps-33-34.png","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-49","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Adult Sex Toys New Color Line a Word Split Leg Handcuffs with SM Bundle Adjustment Props SM Binding Toys","Yiwu Huawen Leather Products Co., Ltd.","7 yrs","Min. order: 1 piece","1900+ store reviews","$4.15-6.86","Toys","3 sold","13% reorder rate","1200+ views from North America","≤2h response time","","4.9","4.9/5.0","(40)","","Chat now","","Adult","Toys","","","","","","","","CN","","","","https://s.alicdn.com/@sc04/kf/Had30af1e72f049deb45e5e34f161fc03X.jpg_300x300.jpg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-50","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Bluetooths Dildo Vibrator Egg for Women Female Wireless APP Remote Control Wear Vibrating Egg Panties Toy Sex for Adults Shop","Shenzhen Dongshishui Technology Co., Ltd.","3 yrs","Min. order: 1 piece","200+ store reviews","$3.10","Adults","3,113 sold","9% reorder rate","3000+ views from North America","≤2h response time","","4.4","4.4/5.0","(48)","","Chat now","Add to cart","Toy","","","","","","","Delivery by Apr 06","Money-back guarantee","CN","","","","https://s.alicdn.com/@sc04/kf/H653b04ca3ed24d7c949315a0d37478b7s.jpg_300x300.jpg","https://s.alicdn.com/@sc01/kf/Hdbac61a2fce04421bb714a28e201ead6R.png?webp=close&avif=close","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-51","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Adult Tongue Couple Masturbation Sex Toys Wireless Silicone Clitoris Nipple Stimulation G-spot 3-in-1 Double Tongue Vibrator","Shenzhen Norris International Trade Co., Ltd.","5 yrs","Min. order: 3 pieces","1200+ store reviews","$7.90","Toys","","16% reorder rate","100+ views from North America","≤7h response time","","4.4","4.4/5.0","(24)","","Chat now","Add to cart","Adult","","","","$10 off every $100","","","","","CN","","","","https://s.alicdn.com/@sc04/kf/H2e46def8f3c44fe4a4901fdedf82c3ace.jpg_300x300.jpg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@img/imgextra/i2/O1CN01eHcIQG1ooAkRWcKep_!!6000000005271-2-tps-33-33.png","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-52","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Netphi Male TPE Masturbation Cup Realistic Penis Massage Real Skin Feeling Pocket Pussy 18+ Vagina Waterproof Adult Sex Toys Men","Ningbo Netphi Import & Export Co., Ltd.","3 yrs","Min. order: 1 piece","50+ store reviews","$1.99","Toys","1 sold","5% reorder rate","400+ views from North America","≤1h response time","","4.7","4.7/5.0","(23)","","Chat now","Add to cart","Adult","","","","","","","3-day dispatch","Easy Return","CN","","","","https://s.alicdn.com/@sc04/kf/Hc4303dc2867c4c5db17cff92615ee956l.jpg_300x300.jpg","https://s.alicdn.com/@img/imgextra/i1/O1CN01Qlzniu1tBJAdJ8zsY_!!6000000005863-2-tps-283-45.png?webp=close&avif=close","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","https://s.alicdn.com/@sc01/kf/H62868c75e7eb4fbba8f8eb600d749c2aR.png","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-53","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Amazon Adult Toy Huge Soft Liquid Silicone Dildo for Women Anal Plug Big Dildo Massage Masturbation for Female","Shenzhen Aizhiyin Toy Products Co., Ltd.","2 yrs","Min. order: 3 pieces","700+ store reviews","$9.35-19.11","Toy","","200+ views from North America","≤2h response time","","","5.0","5.0/5.0","(9)","","Chat now","Add to cart","Adult","","","","","","","","","CN","","Delivery by Apr 24","","https://s.alicdn.com/@sc04/kf/Ae5eb5383c18549108cfaef60c8655cd1h.jpg_300x300.jpg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i2/O1CN01lUQbI41ymTPgE2qXM_!!6000000006621-55-tps-12-10.svg","","","","","","https://s.alicdn.com/@img/imgextra/i2/O1CN01pZsS7S1RAZFleCw0N_!!6000000002071-2-tps-33-34.png","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-54","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","USB Charge Powerful Bullet Vibrator Women Clitoral Stimulator Vaginal G Spot Masturbation 10 Speed Vibrators Adult Sex Toys%","Shenzhen I Like Health Technology Co., Ltd.","8 yrs","Min. order: 3 pieces","5900+ store reviews","","Toys","15 sold","10% reorder rate","300+ views from North America","≤2h response time","$2.26","4.6","4.6/5.0","(83)","","Chat now","Add to cart","Adult","","10% off","","","","certified","No import charges","7-day delivery","CN","","","","https://s.alicdn.com/@sc04/kf/Ha8b334055527436bab920b69506acabfg.jpg_300x300.jpg","https://s.alicdn.com/@img/imgextra/i2/O1CN01EiBgBr1pi31cCfM14_!!6000000005393-2-tps-222-46.png?webp=close&avif=close","https://s.alicdn.com/@sc04/kf/Hdbbb6a106e8d4515be692063768d8fd4J.png_100x100.png?webp=close&avif=close","","","","https://s.alicdn.com/@sc04/kf/H1603a777e41b4b4eb3cba19c631cff6cX.png_100x100.png?webp=close&avif=close","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","https://s.alicdn.com/@sc01/kf/H62868c75e7eb4fbba8f8eb600d749c2aR.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-55","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Remote Control Thrusting Vibrator Soft Realistic PVC Sex Toy Hands-Free Big Knot Dildo Suction Cup Couples Silicone Adult Sex","Guangxi Daruihua Biotechnology Co., Ltd.","1 yr","Min. order: 1 piece","50+ store reviews","","Adult","2 sold","4% reorder rate","500+ views from North America","≤1h response time","$19.90","4.4","4.4/5.0","(82)","","Chat now","Add to cart","Toy","","20% off","","","","","5-day dispatch","Easy Return","CN","","","","https://s.alicdn.com/@sc04/kf/H7381c0aaab504431ba07870142142c01a.jpg_300x300.jpg","https://s.alicdn.com/@img/imgextra/i1/O1CN01Qlzniu1tBJAdJ8zsY_!!6000000005863-2-tps-283-45.png?webp=close&avif=close","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","https://s.alicdn.com/@sc01/kf/H62868c75e7eb4fbba8f8eb600d749c2aR.png","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-56","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Male Masturbator Sex Toy Mouth and Vagina Pocket Pussy Masturbation Cup Adult Sex Toys for Gay and Lesbian","Hebei Enne Trade Co., Ltd.","4 yrs","Min. order: 1 piece","400+ store reviews","$8","Adult","","17% reorder rate","300+ views from North America","≤3h response time","","4.8","4.8/5.0","(136)","","Chat now","Add to cart","Toy","Toys","","","","","","Easy Return","","CN","","","","https://s.alicdn.com/@sc04/kf/H4b19484863784c5ea9ef176eec8b4e156.jpg_300x300.jpg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","https://s.alicdn.com/@sc01/kf/H62868c75e7eb4fbba8f8eb600d749c2aR.png","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-57","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Silicone Adult Sex Toys Masturbation Toys Female Silicone Models Boy Sex Toys","Qingdao Jinxinshang Health Products Co., Ltd.","1 yr","Min. order: 1 piece","400+ views from North America","$11.28-12.71","Toys","","≤5h response time","","","","","","","","Chat now","","Adult","Toys","","Toys","Easy Return","","","","","CN","","","","https://s.alicdn.com/@sc04/kf/H6a4b5a94847d45b7881dee9cefc99e14u.png_300x300.png","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","https://s.alicdn.com/@img/imgextra/i4/O1CN01QUhXLX1lDaB0DYt9b_!!6000000004785-2-tps-34-34.png","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i2/O1CN01lUQbI41ymTPgE2qXM_!!6000000006621-55-tps-12-10.svg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-58","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Usa Warehouse Stock Amazon Hot Sale Sex Toys Adult G Spot Red Rose Vibrator for Women Clitoral Sucking Vibrator","Dongguan Cado Electronic Technology Co., Ltd.","6 yrs","Min. order: 1 piece","300+ store reviews","$3.40","Adult","","3% reorder rate","4000+ views from North America","≤8h response time","","4.3","4.3/5.0","(27)","","Chat now","Add to cart","Toys","","","","","","","Easy Return","","CN","","","","https://s.alicdn.com/@sc04/kf/Hf0e6cd19181043b08fca9fffabc18d4ch.jpg_300x300.jpg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
"1773520229-59","https://www.alibaba.com/search/page?spm=a2700.product_home_fy25.the-new-header_fy23_pc_search_bar.keydown__Enter&SearchScene=proSearch&SearchText=adult+toys&pro=true&from=pcHomeHeader","Remote Control Adult Toy Sex Vibrating Dildo Thrusting Heating G Spot Realistic Dildo Penis Women Vibrator for Vagina and Anus","Shenzhen Everycom Technology Company Limited","13 yrs","Min. order: 100 pieces","1000+ store reviews","$9.39","Toy","1 sold","8% reorder rate","≤3h response time","","","4.6","4.6/5.0","(127)","","Chat now","Add to cart","Adult","","","","","","","5-day dispatch","Money-back guarantee","CN","","","","https://s.alicdn.com/@sc04/kf/Hb1ac4d2301d344e3bad6c19eb38c42ac4.jpg_300x300.jpg","https://s.alicdn.com/@sc01/kf/Hdbac61a2fce04421bb714a28e201ead6R.png?webp=close&avif=close","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01H0fqnK1Gpp8Bpra4W_!!6000000000672-55-tps-20-21.svg","","https://s.alicdn.com/@u/mobile/g/common/flags/1.0.0/assets/cn.png","https://s.alicdn.com/@img/imgextra/i3/O1CN01Bv2erf1UtOvnQdp1D_!!6000000002575-55-tps-12-10.svg","","","","","","","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg","https://s.alicdn.com/@img/imgextra/i1/O1CN01skevju1mJMrEIZqWk_!!6000000004933-55-tps-21-21.svg"
